  …¢”µ      XC          YC          ZC      ÇúÂÊ      Á¦¾Ø
  0.455860  -192.456886  124.322070    0.000000  1.690418e-01  0.000000e+00
  0.456118  -192.444722  124.557778    0.000000  1.711379e-01  0.000000e+00
  0.456376  -192.442084  124.793726    0.000000  1.726159e-01  0.000000e+00
  0.456634  -192.449057  125.029660    0.000000  1.734582e-01  0.000000e+00
  0.456892  -192.465698  125.265317    0.000000  1.736642e-01  0.000000e+00
  0.457150  -192.492031  125.500421    0.000000  1.732510e-01  0.000000e+00
  0.457408  -192.528050  125.734684    0.000000  1.722759e-01  0.000000e+00
  0.457666  -192.573715  125.967806    0.000000  1.708293e-01  0.000000e+00
  0.457925  -192.628952  126.199479    0.000000  1.690027e-01  0.000000e+00
  0.458183  -192.693663  126.429386    0.000000  1.668843e-01  0.000000e+00
  0.458441  -192.767716  126.657205    0.000000  1.645563e-01  0.000000e+00
  0.458699  -192.850958  126.882612    0.000000  1.620935e-01  0.000000e+00
  0.458957  -192.943209  127.105280    0.000000  1.595620e-01  0.000000e+00
  0.459215  -193.044265  127.324882    0.000000  1.570182e-01  0.000000e+00
  0.459473  -193.153904  127.541097    0.000000  1.545088e-01  0.000000e+00
  0.459732  -193.271884  127.753604    0.000000  1.520707e-01  0.000000e+00
  0.459990  -193.397942  127.962092    0.000000  1.497314e-01  0.000000e+00
  0.460248  -193.531804  128.166256    0.000000  1.475096e-01  0.000000e+00
  0.460506  -193.673178  128.365805    0.000000  1.454151e-01  0.000000e+00
  0.460764  -193.821762  128.560457    0.000000  1.434500e-01  0.000000e+00
  0.461022  -193.977241  128.749946    0.000000  1.416088e-01  0.000000e+00
  0.461280  -194.139292  128.934023    0.000000  1.398789e-01  0.000000e+00
  0.461538  -194.307586  129.112457    0.000000  1.382411e-01  0.000000e+00
  0.461797  -194.481786  129.285038    0.000000  1.366696e-01  0.000000e+00
  0.462055  -194.661552  129.451578    0.000000  1.351324e-01  0.000000e+00
  0.462313  -194.846542  129.611914    0.000000  1.335917e-01  0.000000e+00
  0.462571  -195.036413  129.765909    0.000000  1.320039e-01  0.000000e+00
  0.462829  -195.230823  129.913455    0.000000  1.303197e-01  0.000000e+00
  0.463087  -195.429433  130.054474    0.000000  1.284848e-01  0.000000e+00
  0.463345  -195.631910  130.188923    0.000000  1.264398e-01  0.000000e+00
  0.463604  -195.837924  130.316789    0.000000  1.241210e-01  0.000000e+00
  0.463862  -196.047157  130.438099    0.000000  1.214605e-01  0.000000e+00
  0.464120  -196.259297  130.552918    0.000000  1.183877e-01  0.000000e+00
  0.464378  -196.474046  130.661351    0.000000  1.148294e-01  0.000000e+00
  0.464636  -196.691118  130.763546    0.000000  1.107108e-01  0.000000e+00
  0.464894  -196.910242  130.859694    0.000000  1.059574e-01  0.000000e+00
  0.465152  -197.131163  130.950035    0.000000  1.005151e-01  0.000000e+00
  0.465410  -197.353643  131.034853    0.000000  9.438386e-02  0.000000e+00
  0.465669  -197.577462  131.114479    0.000000  8.758361e-02  0.000000e+00
  0.465927  -197.802413  131.189280    0.000000  8.014666e-02  0.000000e+00
  0.466185  -198.028303  131.259664    0.000000  7.211495e-02  0.000000e+00
  0.466443  -198.254950  131.326069    0.000000  6.353727e-02  0.000000e+00
  0.466701  -198.482183  131.388964    0.000000  5.446687e-02  0.000000e+00
  0.466959  -198.709840  131.448845    0.000000  4.495925e-02  0.000000e+00
  0.467217  -198.937766  131.506228    0.000000  3.507060e-02  0.000000e+00
  0.467475  -199.165814  131.561650    0.000000  2.485676e-02  0.000000e+00
  0.467734  -199.393839  131.615661    0.000000  1.437275e-02  0.000000e+00
  0.467992  -199.621702  131.668826    0.000000  3.672882e-03  0.000000e+00
  0.468250  -199.849262  131.721714    0.000000  -7.188653e-03  0.000000e+00
  0.468508  -200.076382  131.774902    0.000000  -1.815689e-02  0.000000e+00
  0.468766  -200.302922  131.828967    0.000000  -2.917496e-02  0.000000e+00
  0.469024  -200.528740  131.884482    0.000000  -4.018294e-02  0.000000e+00
  0.469282  -200.753690  131.942016    0.000000  -5.111686e-02  0.000000e+00
  0.469541  -200.977621  132.002127    0.000000  -6.190797e-02  0.000000e+00
  0.469799  -201.200374  132.065359    0.000000  -7.248265e-02  0.000000e+00
  0.470057  -201.421782  132.132241    0.000000  -8.276284e-02  0.000000e+00
  0.470315  -201.641670  132.203281    0.000000  -9.266746e-02  0.000000e+00
  0.470573  -201.859849  132.278960    0.000000  -1.021145e-01  0.000000e+00
  0.470831  -202.076120  132.359737    0.000000  -1.110243e-01  0.000000e+00
  0.471089  -202.290268  132.446034    0.000000  -1.193231e-01  0.000000e+00
  0.471347  -202.502064  132.538243    0.000000  -1.269475e-01  0.000000e+00
  0.471606  -202.711261  132.636714    0.000000  -1.338492e-01  0.000000e+00
  0.471864  -202.917593  132.741758    0.000000  -1.399993e-01  0.000000e+00
  0.472122  -203.120777  132.853637    0.000000  -1.453919e-01  0.000000e+00
  0.472380  -203.320505  132.972569    0.000000  -1.500477e-01  0.000000e+00
  0.472638  -203.516450  133.098715    0.000000  -1.540153e-01  0.000000e+00
  0.472896  -203.708258  133.232181    0.000000  -1.573776e-01  0.000000e+00
  0.473154  -203.895552  133.373015    0.000000  -1.602641e-01  0.000000e+00
  0.473412  -204.077932  133.521208    0.000000  -1.628079e-01  0.000000e+00
  0.473671  -204.254981  133.676699    0.000000  -1.651305e-01  0.000000e+00
  0.473929  -204.426267  133.839372    0.000000  -1.673403e-01  0.000000e+00
  0.474187  -204.591345  134.009069    0.000000  -1.695308e-01  0.000000e+00
  0.474445  -204.749767  134.185585    0.000000  -1.717799e-01  0.000000e+00
  0.474703  -204.901078  134.368676    0.000000  -1.741495e-01  0.000000e+00
  0.474961  -205.044827  134.558060    0.000000  -1.766847e-01  0.000000e+00
  0.475219  -205.180565  134.753422    0.000000  -1.794136e-01  0.000000e+00
  0.475478  -205.307852  134.954414    0.000000  -1.823470e-01  0.000000e+00
  0.475736  -205.426261  135.160664    0.000000  -1.854771e-01  0.000000e+00
  0.475994  -205.535378  135.371773    0.000000  -1.887774e-01  0.000000e+00
  0.476252  -205.634813  135.587322    0.000000  -1.922019e-01  0.000000e+00
  0.476510  -205.724195  135.806877    0.000000  -1.956845e-01  0.000000e+00
  0.476768  -205.803183  136.029985    0.000000  -1.991389e-01  0.000000e+00
  0.477026  -205.871466  136.256187    0.000000  -2.024596e-01  0.000000e+00
  0.477284  -205.928769  136.485013    0.000000  -2.055233e-01  0.000000e+00
  0.477543  -205.974853  136.715991    0.000000  -2.081921e-01  0.000000e+00
  0.477801  -206.009524  136.948644    0.000000  -2.103177e-01  0.000000e+00
  0.478059  -206.032633  137.182503    0.000000  -2.117477e-01  0.000000e+00
  0.478317  -206.044081  137.417100    0.000000  -2.123325e-01  0.000000e+00
  0.478575  -206.043823  137.651978    0.000000  -2.119335e-01  0.000000e+00
  0.478833  -206.031871  137.886690    0.000000  -2.104750e-01  0.000000e+00
  0.479091  -206.008297  138.120806    0.000000  -2.080006e-01  0.000000e+00
  0.479350  -205.973227  138.353910    0.000000  -2.045975e-01  0.000000e+00
  0.479608  -205.926839  138.585601    0.000000  -2.003788e-01  0.000000e+00
  0.479866  -205.869358  138.815494    0.000000  -1.954756e-01  0.000000e+00
  0.480124  -205.801053  139.043222    0.000000  -1.900288e-01  0.000000e+00
  0.480382  -205.722234  139.268434    0.000000  -1.841807e-01  0.000000e+00
  0.480640  -205.633244  139.490796    0.000000  -1.780686e-01  0.000000e+00
  0.480898  -205.534459  139.709992    0.000000  -1.718197e-01  0.000000e+00
  0.481156  -205.426281  139.925724    0.000000  -1.655470e-01  0.000000e+00
  0.481415  -205.309138  140.137714    0.000000  -1.593475e-01  0.000000e+00
  0.481673  -205.183475  140.345702    0.000000  -1.533018e-01  0.000000e+00
  0.481931  -205.049754  140.549447    0.000000  -1.474740e-01  0.000000e+00
  0.482189  -204.908447  140.748729    0.000000  -1.419127e-01  0.000000e+00
  0.482447  -204.760034  140.943349    0.000000  -1.366526e-01  0.000000e+00
  0.482705  -204.605000  141.133127    0.000000  -1.317162e-01  0.000000e+00
  0.482963  -204.443826  141.317906    0.000000  -1.271152e-01  0.000000e+00
  0.483221  -204.276992  141.497549    0.000000  -1.228520e-01  0.000000e+00
  0.483480  -204.104967  141.671944    0.000000  -1.189212e-01  0.000000e+00
  0.483738  -203.928207  141.840998    0.000000  -1.153103e-01  0.000000e+00
  0.483996  -203.747153  142.004644    0.000000  -1.120006e-01  0.000000e+00
  0.484254  -203.562225  142.162837    0.000000  -1.089678e-01  0.000000e+00
  0.484512  -203.373817  142.315557    0.000000  -1.061811e-01  0.000000e+00
  0.484770  -203.182296  142.462806    0.000000  -1.035913e-01  0.000000e+00
  0.485028  -202.987998  142.604613    0.000000  -1.011391e-01  0.000000e+00
  0.485287  -202.791231  142.741026    0.000000  -9.877065e-02  0.000000e+00
  0.485545  -202.592277  142.872118    0.000000  -9.643801e-02  0.000000e+00
  0.485803  -202.391388  142.997977    0.000000  -9.409858e-02  0.000000e+00
  0.486061  -202.188794  143.118713    0.000000  -9.171512e-02  0.000000e+00
  0.486319  -201.984698  143.234452    0.000000  -8.925572e-02  0.000000e+00
  0.486577  -201.779284  143.345334    0.000000  -8.669386e-02  0.000000e+00
  0.486835  -201.572711  143.451513    0.000000  -8.400851e-02  0.000000e+00
  0.487093  -201.365119  143.553159    0.000000  -8.118422e-02  0.000000e+00
  0.487352  -201.156629  143.650449    0.000000  -7.821119e-02  0.000000e+00
  0.487610  -200.947342  143.743573    0.000000  -7.508528e-02  0.000000e+00
  0.487868  -200.737345  143.832728    0.000000  -7.180792e-02  0.000000e+00
  0.488126  -200.526707  143.918117    0.000000  -6.838601e-02  0.000000e+00
  0.488384  -200.315484  143.999952    0.000000  -6.483162e-02  0.000000e+00
  0.488642  -200.103717  144.078446    0.000000  -6.116165e-02  0.000000e+00
  0.488900  -199.891437  144.153817    0.000000  -5.739741e-02  0.000000e+00
  0.489158  -199.678662  144.226282    0.000000  -5.356408e-02  0.000000e+00
  0.489417  -199.465403  144.296062    0.000000  -4.969009e-02  0.000000e+00
  0.489675  -199.251659  144.363373    0.000000  -4.580656e-02  0.000000e+00
  0.489933  -199.037424  144.428430    0.000000  -4.194652e-02  0.000000e+00
  0.490191  -198.822685  144.491443    0.000000  -3.814431e-02  0.000000e+00
  0.490449  -198.607424  144.552619    0.000000  -3.443487e-02  0.000000e+00
  0.490707  -198.391620  144.612154    0.000000  -3.085309e-02  0.000000e+00
  0.490965  -198.175249  144.670240    0.000000  -2.743324e-02  0.000000e+00
  0.491224  -197.958284  144.727056    0.000000  -2.420843e-02  0.000000e+00
  0.491482  -197.740701  144.782772    0.000000  -2.121016e-02  0.000000e+00
  0.491740  -197.522475  144.837544    0.000000  -1.846800e-02  0.000000e+00
  0.491998  -197.303582  144.891515    0.000000  -1.600931e-02  0.000000e+00
  0.492256  -197.084004  144.944813    0.000000  -1.385905e-02  0.000000e+00
  0.492514  -196.863726  144.997549    0.000000  -1.202821e-02  0.000000e+00
  0.492772  -196.642739  145.049816    0.000000  -1.050404e-02  0.000000e+00
  0.493030  -196.421037  145.101693    0.000000  -9.270005e-03  0.000000e+00
  0.493289  -196.198622  145.153239    0.000000  -8.308663e-03  0.000000e+00
  0.493547  -195.975497  145.204503    0.000000  -7.602111e-03  0.000000e+00
  0.493805  -195.751673  145.255515    0.000000  -7.132312e-03  0.000000e+00
  0.494063  -195.527161  145.306296    0.000000  -6.881367e-03  0.000000e+00
  0.494321  -195.301980  145.356853    0.000000  -6.831711e-03  0.000000e+00
  0.494579  -195.076148  145.407180    0.000000  -6.966266e-03  0.000000e+00
  0.494837  -194.849688  145.457263    0.000000  -7.268534e-03  0.000000e+00
  0.495096  -194.622627  145.507077    0.000000  -7.722651e-03  0.000000e+00
  0.495354  -194.394994  145.556586    0.000000  -8.313405e-03  0.000000e+00
  0.495612  -194.166818  145.605751    0.000000  -9.026228e-03  0.000000e+00
  0.495870  -193.938132  145.654520    0.000000  -9.847155e-03  0.000000e+00
  0.496128  -193.708971  145.702838    0.000000  -1.076277e-02  0.000000e+00
  0.496386  -193.479370  145.750644    0.000000  -1.176013e-02  0.000000e+00
  0.496644  -193.249366  145.797871    0.000000  -1.282668e-02  0.000000e+00
  0.496902  -193.018996  145.844451    0.000000  -1.395014e-02  0.000000e+00
  0.497161  -192.788300  145.890309    0.000000  -1.511843e-02  0.000000e+00
  0.497419  -192.557314  145.935371    0.000000  -1.631951e-02  0.000000e+00
  0.497677  -192.326078  145.979560    0.000000  -1.754132e-02  0.000000e+00
  0.497935  -192.094630  146.022800    0.000000  -1.877163e-02  0.000000e+00
  0.498193  -191.863007  146.065015    0.000000  -1.999794e-02  0.000000e+00
  0.498451  -191.631245  146.106128    0.000000  -2.120737e-02  0.000000e+00
  0.498709  -191.399380  146.146067    0.000000  -2.238656e-02  0.000000e+00
  0.498967  -191.167447  146.184761    0.000000  -2.352159e-02  0.000000e+00
  0.499226  -190.935477  146.222145    0.000000  -2.459787e-02  0.000000e+00
  0.499484  -190.703500  146.258157    0.000000  -2.560014e-02  0.000000e+00
  0.499742  -190.471545  146.292740    0.000000  -2.651235e-02  0.000000e+00
  0.500000  -190.239637  146.325845    0.000000  -2.731771e-02  0.000000e+00
  0.500258  -190.007799  146.357429    0.000000  -2.800218e-02  0.000000e+00
  0.500516  -189.776049  146.387458    0.000000  -2.856537e-02  0.000000e+00
  0.500774  -189.544405  146.415903    0.000000  -2.901037e-02  0.000000e+00
  0.501033  -189.312880  146.442745    0.000000  -2.934035e-02  0.000000e+00
  0.501291  -189.081486  146.467971    0.000000  -2.955864e-02  0.000000e+00
  0.501549  -188.850229  146.491575    0.000000  -2.966877e-02  0.000000e+00
  0.501807  -188.619118  146.513556    0.000000  -2.967452e-02  0.000000e+00
  0.502065  -188.388154  146.533920    0.000000  -2.958000e-02  0.000000e+00
  0.502323  -188.157341  146.552678    0.000000  -2.938962e-02  0.000000e+00
  0.502581  -187.926677  146.569846    0.000000  -2.910815e-02  0.000000e+00
  0.502839  -187.696161  146.585444    0.000000  -2.874072e-02  0.000000e+00
  0.503098  -187.465788  146.599498    0.000000  -2.829281e-02  0.000000e+00
  0.503356  -187.235554  146.612035    0.000000  -2.777024e-02  0.000000e+00
  0.503614  -187.005451  146.623089    0.000000  -2.717917e-02  0.000000e+00
  0.503872  -186.775472  146.632696    0.000000  -2.652610e-02  0.000000e+00
  0.504130  -186.545608  146.640892    0.000000  -2.581779e-02  0.000000e+00
  0.504388  -186.315849  146.647720    0.000000  -2.506128e-02  0.000000e+00
  0.504646  -186.086184  146.653221    0.000000  -2.426384e-02  0.000000e+00
  0.504904  -185.856601  146.657441    0.000000  -2.343296e-02  0.000000e+00
  0.505163  -185.627090  146.660424    0.000000  -2.257629e-02  0.000000e+00
  0.505421  -185.397637  146.662218    0.000000  -2.170161e-02  0.000000e+00
  0.505679  -185.168231  146.662869    0.000000  -2.081683e-02  0.000000e+00
  0.505937  -184.938858  146.662425    0.000000  -1.992990e-02  0.000000e+00
  0.506195  -184.709508  146.660932    0.000000  -1.904886e-02  0.000000e+00
  0.506453  -184.480167  146.658438    0.000000  -1.818174e-02  0.000000e+00
  0.506711  -184.250824  146.654986    0.000000  -1.733657e-02  0.000000e+00
  0.506970  -184.021467  146.650622    0.000000  -1.652137e-02  0.000000e+00
  0.507228  -183.792088  146.645388    0.000000  -1.574410e-02  0.000000e+00
  0.507486  -183.562675  146.639323    0.000000  -1.501268e-02  0.000000e+00
  0.507744  -183.333220  146.632466    0.000000  -1.433495e-02  0.000000e+00
  0.508002  -183.103717  146.624850    0.000000  -1.371820e-02  0.000000e+00
  0.508260  -182.874157  146.616509    0.000000  -1.316527e-02  0.000000e+00
  0.508518  -182.644538  146.607469    0.000000  -1.267655e-02  0.000000e+00
  0.508776  -182.414855  146.597757    0.000000  -1.225233e-02  0.000000e+00
  0.509035  -182.185105  146.587393    0.000000  -1.189282e-02  0.000000e+00
  0.509293  -181.955288  146.576395    0.000000  -1.159816e-02  0.000000e+00
  0.509551  -181.725403  146.564779    0.000000  -1.136847e-02  0.000000e+00
  0.509809  -181.495453  146.552556    0.000000  -1.120381e-02  0.000000e+00
  0.510067  -181.265438  146.539733    0.000000  -1.110424e-02  0.000000e+00
  0.510325  -181.035364  146.526317    0.000000  -1.106978e-02  0.000000e+00
  0.510583  -180.805233  146.512308    0.000000  -1.110048e-02  0.000000e+00
  0.510842  -180.575053  146.497703    0.000000  -1.119636e-02  0.000000e+00
  0.511100  -180.344829  146.482499    0.000000  -1.135747e-02  0.000000e+00
  0.511358  -180.114570  146.466686    0.000000  -1.158387e-02  0.000000e+00
  0.511616  -179.884284  146.450252    0.000000  -1.187562e-02  0.000000e+00
  0.511874  -179.653980  146.433181    0.000000  -1.223285e-02  0.000000e+00
  0.512132  -179.423670  146.415456    0.000000  -1.265567e-02  0.000000e+00
  0.512390  -179.193365  146.397053    0.000000  -1.314425e-02  0.000000e+00
  0.512648  -178.963078  146.377947    0.000000  -1.369878e-02  0.000000e+00
  0.512907  -178.732821  146.358109    0.000000  -1.431949e-02  0.000000e+00
  0.513165  -178.502609  146.337507    0.000000  -1.500662e-02  0.000000e+00
  0.513423  -178.272457  146.316104    0.000000  -1.576047e-02  0.000000e+00
  0.513681  -178.042380  146.293864    0.000000  -1.658133e-02  0.000000e+00
  0.513939  -177.812396  146.270741    0.000000  -1.746952e-02  0.000000e+00
  0.514197  -177.582521  146.246691    0.000000  -1.842536e-02  0.000000e+00
  0.514455  -177.352773  146.221665    0.000000  -1.944920e-02  0.000000e+00
  0.514713  -177.123172  146.195610    0.000000  -2.054133e-02  0.000000e+00
  0.514972  -176.893735  146.168469    0.000000  -2.170206e-02  0.000000e+00
  0.515230  -176.664484  146.140184    0.000000  -2.293161e-02  0.000000e+00
  0.515488  -176.435438  146.110692    0.000000  -2.423018e-02  0.000000e+00
  0.515746  -176.206620  146.079926    0.000000  -2.559777e-02  0.000000e+00
  0.516004  -175.978050  146.047818    0.000000  -2.703212e-02  0.000000e+00
  0.516262  -175.749751  146.014293    0.000000  -2.852853e-02  0.000000e+00
  0.516520  -175.521745  145.979277    0.000000  -3.008214e-02  0.000000e+00
  0.516779  -175.294058  145.942690    0.000000  -3.168802e-02  0.000000e+00
  0.517037  -175.066712  145.904452    0.000000  -3.334119e-02  0.000000e+00
  0.517295  -174.839735  145.864480    0.000000  -3.503657e-02  0.000000e+00
  0.517553  -174.613152  145.822688    0.000000  -3.676904e-02  0.000000e+00
  0.517811  -174.386992  145.778990    0.000000  -3.853336e-02  0.000000e+00
  0.518069  -174.161283  145.733298    0.000000  -4.032426e-02  0.000000e+00
  0.518327  -173.936056  145.685522    0.000000  -4.213637e-02  0.000000e+00
  0.518585  -173.711343  145.635572    0.000000  -4.396427e-02  0.000000e+00
  0.518844  -173.487178  145.583358    0.000000  -4.580250e-02  0.000000e+00
  0.519102  -173.263596  145.528789    0.000000  -4.764556e-02  0.000000e+00
  0.519360  -173.040633  145.471773    0.000000  -4.948792e-02  0.000000e+00
  0.519618  -172.818328  145.412220    0.000000  -5.132409e-02  0.000000e+00
  0.519876  -172.596723  145.350040    0.000000  -5.314861e-02  0.000000e+00
  0.520134  -172.375860  145.285143    0.000000  -5.495609e-02  0.000000e+00
  0.520392  -172.155783  145.217441    0.000000  -5.674124e-02  0.000000e+00
  0.520650  -171.936541  145.146847    0.000000  -5.849893e-02  0.000000e+00
  0.520909  -171.718181  145.073276    0.000000  -6.022423e-02  0.000000e+00
  0.521167  -171.500757  144.996643    0.000000  -6.191243e-02  0.000000e+00
  0.521425  -171.284323  144.916867    0.000000  -6.355913e-02  0.000000e+00
  0.521683  -171.068936  144.833870    0.000000  -6.516027e-02  0.000000e+00
  0.521941  -170.854655  144.747574    0.000000  -6.671216e-02  0.000000e+00
  0.522199  -170.641544  144.657907    0.000000  -6.821160e-02  0.000000e+00
  0.522457  -170.429667  144.564798    0.000000  -6.965584e-02  0.000000e+00
  0.522716  -170.219093  144.468180    0.000000  -7.104270e-02  0.000000e+00
  0.522974  -170.009894  144.367991    0.000000  -7.237060e-02  0.000000e+00
  0.523232  -169.802145  144.264171    0.000000  -7.363858e-02  0.000000e+00
  0.523490  -169.595924  144.156665    0.000000  -7.484635e-02  0.000000e+00
  0.523748  -169.391313  144.045424    0.000000  -7.599435e-02  0.000000e+00
  0.524006  -169.188395  143.930402    0.000000  -7.708374e-02  0.000000e+00
  0.524264  -168.987261  143.811560    0.000000  -7.811643e-02  0.000000e+00
  0.524522  -168.788002  143.688861    0.000000  -7.909513e-02  0.000000e+00
  0.524781  -168.590715  143.562278    0.000000  -8.002330e-02  0.000000e+00
  0.525039  -168.395499  143.431786    0.000000  -8.090521e-02  0.000000e+00
  0.525297  -168.202459  143.297369    0.000000  -8.174594e-02  0.000000e+00
  0.525555  -168.011703  143.159016    0.000000  -8.255133e-02  0.000000e+00
  0.525813  -167.823342  143.016723    0.000000  -8.332804e-02  0.000000e+00
  0.526071  -167.637494  142.870494    0.000000  -8.408348e-02  0.000000e+00
  0.526329  -167.454279  142.720338    0.000000  -8.482589e-02  0.000000e+00
  0.526588  -167.273822  142.566274    0.000000  -8.556424e-02  0.000000e+00
  0.526846  -167.096254  142.408326    0.000000  -8.630833e-02  0.000000e+00
  0.527104  -166.921709  142.246530    0.000000  -8.706874e-02  0.000000e+00
  0.527362  -166.750327  142.080928    0.000000  -8.785688e-02  0.000000e+00
  0.527620  -166.582251  141.911569    0.000000  -8.868458e-02  0.000000e+00
  0.527878  -166.417630  141.738513    0.000000  -8.956229e-02  0.000000e+00
  0.528136  -166.256618  141.561828    0.000000  -9.049882e-02  0.000000e+00
  0.528394  -166.099372  141.381591    0.000000  -9.150146e-02  0.000000e+00
  0.528653  -165.946049  141.197883    0.000000  -9.257596e-02  0.000000e+00
  0.528911  -165.796811  141.010796    0.000000  -9.372654e-02  0.000000e+00
  0.529169  -165.651820  140.820426    0.000000  -9.495585e-02  0.000000e+00
  0.529427  -165.511240  140.626876    0.000000  -9.626492e-02  0.000000e+00
  0.529685  -165.375231  140.430255    0.000000  -9.765314e-02  0.000000e+00
  0.529943  -165.243955  140.230678    0.000000  -9.911812e-02  0.000000e+00
  0.530201  -165.117572  140.028262    0.000000  -1.006557e-01  0.000000e+00
  0.530459  -164.996239  139.823132    0.000000  -1.022597e-01  0.000000e+00
  0.530718  -164.880107  139.615414    0.000000  -1.039220e-01  0.000000e+00
  0.530976  -164.769328  139.405239    0.000000  -1.056323e-01  0.000000e+00
  0.531234  -164.664046  139.192740    0.000000  -1.073782e-01  0.000000e+00
  0.531492  -164.564399  138.978054    0.000000  -1.091449e-01  0.000000e+00
  0.531750  -164.470520  138.761319    0.000000  -1.109151e-01  0.000000e+00
  0.532008  -164.382535  138.542675    0.000000  -1.126695e-01  0.000000e+00
  0.532266  -164.300561  138.322264    0.000000  -1.143862e-01  0.000000e+00
  0.532525  -164.224708  138.100227    0.000000  -1.160411e-01  0.000000e+00
  0.532783  -164.155077  137.876707    0.000000  -1.176080e-01  0.000000e+00
  0.533041  -164.091756  137.651846    0.000000  -1.190590e-01  0.000000e+00
  0.533299  -164.034824  137.425786    0.000000  -1.203646e-01  0.000000e+00
  0.533557  -163.984350  137.198669    0.000000  -1.214942e-01  0.000000e+00
  0.533815  -163.940389  136.970632    0.000000  -1.224166e-01  0.000000e+00
  0.534073  -163.902983  136.741814    0.000000  -1.231006e-01  0.000000e+00
  0.534331  -163.872161  136.512350    0.000000  -1.235156e-01  0.000000e+00
  0.534590  -163.847935  136.282372    0.000000  -1.236322e-01  0.000000e+00
  0.534848  -163.830306  136.052009    0.000000  -1.234231e-01  0.000000e+00
  0.535106  -163.819256  135.821387    0.000000  -1.228632e-01  0.000000e+00
  0.535364  -163.814751  135.590627    0.000000  -1.219331e-01  0.000000e+00
  0.535622  -163.816738  135.359847    0.000000  -1.206342e-01  0.000000e+00
  0.535880  -163.825151  135.129157    0.000000  -1.189802e-01  0.000000e+00
  0.536138  -163.839904  134.898667    0.000000  -1.169886e-01  0.000000e+00
  0.536396  -163.860896  134.668476    0.000000  -1.146804e-01  0.000000e+00
  0.536655  -163.888013  134.438684    0.000000  -1.120795e-01  0.000000e+00
  0.536913  -163.921123  134.209383    0.000000  -1.092113e-01  0.000000e+00
  0.537171  -163.960085  133.980658    0.000000  -1.061027e-01  0.000000e+00
  0.537429  -164.004741  133.752591    0.000000  -1.027809e-01  0.000000e+00
  0.537687  -164.054923  133.525259    0.000000  -9.927272e-02  0.000000e+00
  0.537945  -164.110452  133.298732    0.000000  -9.560393e-02  0.000000e+00
  0.538203  -164.171136  133.073075    0.000000  -9.179897e-02  0.000000e+00
  0.538462  -164.236775  132.848346    0.000000  -8.788034e-02  0.000000e+00
  0.538720  -164.307159  132.624599    0.000000  -8.386832e-02  0.000000e+00
  0.538978  -164.382068  132.401879    0.000000  -7.978077e-02  0.000000e+00
  0.539236  -164.461277  132.180229    0.000000  -7.563299e-02  0.000000e+00
  0.539494  -164.544551  131.959683    0.000000  -7.143767e-02  0.000000e+00
  0.539752  -164.631650  131.740269    0.000000  -6.720495e-02  0.000000e+00
  0.540010  -164.722327  131.522009    0.000000  -6.294248e-02  0.000000e+00
  0.540268  -164.816331  131.304918    0.000000  -5.865555e-02  0.000000e+00
  0.540527  -164.913405  131.089005    0.000000  -5.434727e-02  0.000000e+00
  0.540785  -165.013290  130.874271    0.000000  -5.001877e-02  0.000000e+00
  0.541043  -165.115724  130.660712    0.000000  -4.566940e-02  0.000000e+00
  0.541301  -165.220440  130.448316    0.000000  -4.129700e-02  0.000000e+00
  0.541559  -165.327172  130.237063    0.000000  -3.689815e-02  0.000000e+00
  0.541817  -165.435653  130.026927    0.000000  -3.246843e-02  0.000000e+00
  0.542075  -165.545614  129.817875    0.000000  -2.800272e-02  0.000000e+00
  0.542334  -165.656788  129.609865    0.000000  -2.349555e-02  0.000000e+00
  0.542592  -165.768909  129.402850    0.000000  -1.894137e-02  0.000000e+00
  0.542850  -165.881711  129.196772    0.000000  -1.433501e-02  0.000000e+00
  0.543108  -165.994934  128.991568    0.000000  -9.672147e-03  0.000000e+00
  0.543366  -166.108318  128.787167    0.000000  -4.952330e-03  0.000000e+00
  0.543624  -166.221609  128.583489    0.000000  -1.792675e-04  0.000000e+00
  0.543882  -166.334557  128.380448    0.000000  4.641113e-03  0.000000e+00
  0.544140  -166.446916  128.177953    0.000000  9.500487e-03  0.000000e+00
  0.544399  -166.558447  127.975906    0.000000  1.438787e-02  0.000000e+00
  0.544657  -166.668916  127.774205    0.000000  1.928937e-02  0.000000e+00
  0.544915  -166.778097  127.572745    0.000000  2.418794e-02  0.000000e+00
  0.545173  -166.885770  127.371415    0.000000  2.906321e-02  0.000000e+00
  0.545431  -166.991725  127.170106    0.000000  3.389133e-02  0.000000e+00
  0.545689  -167.095758  126.968702    0.000000  3.864496e-02  0.000000e+00
  0.545947  -167.197676  126.767090    0.000000  4.329337e-02  0.000000e+00
  0.546205  -167.297295  126.565155    0.000000  4.780257e-02  0.000000e+00
  0.546464  -167.394440  126.362783    0.000000  5.213577e-02  0.000000e+00
  0.546722  -167.488949  126.159859    0.000000  5.625384e-02  0.000000e+00
  0.546980  -167.580670  125.956273    0.000000  6.011605e-02  0.000000e+00
  0.547238  -167.669463  125.751915    0.000000  6.368095e-02  0.000000e+00
  0.547496  -167.755202  125.546680    0.000000  6.690734e-02  0.000000e+00
  0.547754  -167.837771  125.340465    0.000000  6.975542e-02  0.000000e+00
  0.548012  -167.917071  125.133172    0.000000  7.218800e-02  0.000000e+00
  0.548271  -167.993014  124.924711    0.000000  7.417162e-02  0.000000e+00
